BMI,Gender,Age,Fitness_Level,Goal,Exercise
19.9,Female,22,Intermediate,Strength,Dumbbell Rows
16.8,Male,51,Intermediate,Fat Loss,Mountain Climbers
32.7,Female,51,Intermediate,Endurance,Recumbent Bike
25.1,Female,25,Advanced,Endurance,Recumbent Bike
17.8,Male,23,Intermediate,Fat Loss,Jump Rope
22.7,Female,30,Advanced,Endurance,Cycling (Outdoor)
16.6,Male,58,Beginner,Endurance,Wall Sit
27.2,Male,53,Beginner,Endurance,Kettlebell Clean & Press
33.5,Male,48,Beginner,Strength,Deadlift
28.8,Male,50,Intermediate,Endurance,Recumbent Bike
20.7,Male,45,Advanced,Endurance,Cycling (Outdoor)
16.1,Female,57,Advanced,Flexibility,Pigeon Pose
32.4,Male,50,Advanced,Endurance,Plank
30.9,Male,34,Beginner,Flexibility,Cat-Cow Stretch
27.9,Female,23,Intermediate,Endurance,Cycling (Outdoor)
16.9,Male,27,Advanced,Strength,Barbell Squat
18.6,Male,38,Intermediate,Endurance,Plank
34.6,Female,50,Intermediate,Flexibility,Deep Squat Hold
27.1,Female,20,Advanced,Endurance,Plank
34.0,Male,50,Beginner,Fat Loss,Kettlebell Swing
31.0,Female,57,Beginner,Endurance,Battle Ropes
18.0,Female,48,Advanced,Endurance,Recumbent Bike
23.5,Male,18,Beginner,Endurance,Air Squats
19.8,Male,56,Beginner,Flexibility,Pigeon Pose
26.0,Male,58,Intermediate,Flexibility,Shoulder Pass-Throughs
17.9,Male,58,Advanced,Strength,Lat Pulldown
29.3,Female,55,Beginner,Endurance,Air Squats
31.4,Female,38,Beginner,Flexibility,Forward Fold
33.0,Female,24,Beginner,Fat Loss,Jump Rope
17.2,Female,58,Advanced,Endurance,Kettlebell Clean & Press
30.3,Male,59,Beginner,Flexibility,Shoulder Pass-Throughs
31.1,Female,49,Advanced,Flexibility,Forward Fold
19.7,Male,18,Advanced,Flexibility,Pigeon Pose
26.4,Male,50,Beginner,Fat Loss,Goblet Squat
23.9,Female,57,Intermediate,Flexibility,Spiderman Stretch
16.6,Male,51,Intermediate,Endurance,Plank
17.9,Female,45,Beginner,Endurance,Battle Ropes
23.6,Female,55,Beginner,Endurance,Plank
31.0,Female,32,Intermediate,Strength,Machine Leg Extension
16.3,Female,47,Beginner,Strength,Pull Ups
22.7,Female,30,Advanced,Endurance,Wall Sit
18.6,Female,26,Advanced,Fat Loss,Elliptical Trainer
19.9,Male,36,Intermediate,Strength,Dumbbell Rows
32.1,Male,36,Advanced,Endurance,Push Ups
31.8,Female,47,Beginner,Strength,Lat Pulldown
21.8,Male,37,Advanced,Strength,Deadlift
27.1,Female,33,Beginner,Flexibility,Deep Squat Hold
17.9,Male,58,Advanced,Strength,Deadlift
22.0,Female,30,Advanced,Endurance,Wall Sit
18.6,Female,45,Intermediate,Fat Loss,Mountain Climbers
33.8,Male,26,Intermediate,Fat Loss,Dumbbell Lunges
21.8,Female,24,Beginner,Endurance,Air Squats
20.8,Female,58,Advanced,Endurance,Push Ups
22.3,Male,46,Advanced,Fat Loss,Dumbbell Lunges
18.6,Male,38,Intermediate,Endurance,Battle Ropes
15.3,Male,26,Advanced,Endurance,Plank
17.9,Female,34,Advanced,Endurance,Air Squats
33.8,Male,26,Intermediate,Fat Loss,Goblet Squat
29.2,Female,30,Beginner,Fat Loss,Burpees
17.3,Female,54,Beginner,Fat Loss,Jumping Jacks
25.3,Female,19,Intermediate,Flexibility,Cat-Cow Stretch
24.2,Female,25,Intermediate,Endurance,Running (Outdoor)
31.7,Male,37,Beginner,Strength,Deadlift
32.3,Female,45,Advanced,Strength,Bench Press
30.7,Female,52,Beginner,Strength,Pull Ups
22.6,Male,33,Beginner,Flexibility,Hamstring Stretch (Standing)
29.7,Male,33,Beginner,Endurance,Wall Sit
32.6,Male,33,Advanced,Flexibility,Spiderman Stretch
17.8,Female,31,Intermediate,Strength,Machine Leg Extension
16.5,Male,49,Beginner,Endurance,Recumbent Bike
26.5,Female,59,Intermediate,Fat Loss,Goblet Squat
30.9,Female,35,Intermediate,Strength,Barbell Squat
23.5,Male,18,Beginner,Endurance,Kettlebell Clean & Press
29.2,Female,26,Beginner,Endurance,Wall Sit
23.0,Male,54,Beginner,Strength,Overhead Press
22.7,Male,36,Advanced,Flexibility,Hamstring Stretch (Standing)
25.3,Male,22,Intermediate,Strength,T-Bar Row
21.6,Male,25,Intermediate,Strength,Leg Press
34.7,Female,51,Advanced,Endurance,Recumbent Bike
32.3,Male,54,Beginner,Strength,Lat Pulldown
16.4,Male,58,Beginner,Strength,Overhead Press
20.1,Female,53,Beginner,Strength,Barbell Squat
23.7,Female,20,Intermediate,Fat Loss,Mountain Climbers
20.9,Male,24,Intermediate,Strength,Overhead Press
24.2,Female,35,Advanced,Endurance,Cycling (Outdoor)
23.9,Male,34,Advanced,Strength,Machine Chest Fly
31.8,Female,47,Beginner,Flexibility,Shoulder Pass-Throughs
22.3,Male,22,Beginner,Fat Loss,Step Ups
28.7,Male,58,Advanced,Endurance,Push Ups
26.3,Male,31,Beginner,Endurance,Cycling (Outdoor)
25.6,Male,25,Intermediate,Endurance,Push Ups
32.1,Female,50,Advanced,Fat Loss,Dumbbell Lunges
27.1,Female,33,Beginner,Flexibility,Shoulder Pass-Throughs
27.5,Female,20,Advanced,Fat Loss,Mountain Climbers
17.9,Female,34,Advanced,Endurance,Air Squats
24.5,Female,18,Advanced,Fat Loss,Jump Rope
21.8,Female,24,Beginner,Endurance,Kettlebell Clean & Press
30.9,Female,57,Intermediate,Endurance,Push Ups
31.6,Female,56,Beginner,Flexibility,Pigeon Pose
33.5,Male,32,Advanced,Strength,Deadlift
18.8,Female,59,Beginner,Endurance,Push Ups
23.8,Male,55,Advanced,Flexibility,Forward Fold
25.7,Male,35,Beginner,Fat Loss,Goblet Squat
25.8,Male,51,Intermediate,Flexibility,Forward Fold
32.5,Male,59,Intermediate,Flexibility,Pigeon Pose
22.0,Male,49,Beginner,Flexibility,Spiderman Stretch
34.8,Female,38,Beginner,Flexibility,Deep Squat Hold
25.7,Male,55,Intermediate,Endurance,Air Squats
18.3,Female,55,Beginner,Fat Loss,Elliptical Trainer
30.8,Female,27,Beginner,Flexibility,Deep Squat Hold
19.5,Male,47,Advanced,Fat Loss,Jump Rope
33.3,Female,48,Advanced,Endurance,Running (Outdoor)
22.3,Male,32,Beginner,Strength,Leg Press
27.5,Male,35,Advanced,Fat Loss,Burpees
26.0,Male,58,Intermediate,Flexibility,Cat-Cow Stretch
30.2,Female,55,Advanced,Strength,Pull Ups
31.5,Female,24,Beginner,Flexibility,Deep Squat Hold
16.9,Female,30,Intermediate,Endurance,Push Ups
28.7,Female,21,Beginner,Strength,Machine Chest Fly
32.2,Female,21,Intermediate,Strength,T-Bar Row
25.3,Female,32,Beginner,Strength,Machine Leg Extension
23.7,Female,20,Intermediate,Fat Loss,Burpees
25.6,Male,25,Intermediate,Endurance,Cycling (Outdoor)
27.5,Male,46,Beginner,Fat Loss,Elliptical Trainer
27.5,Female,20,Advanced,Fat Loss,Step Ups
24.9,Female,45,Beginner,Flexibility,Hamstring Stretch (Standing)
30.3,Male,59,Beginner,Flexibility,Cat-Cow Stretch
32.3,Male,54,Beginner,Strength,Lat Pulldown
30.5,Female,25,Intermediate,Fat Loss,Jump Rope
29.4,Male,59,Advanced,Flexibility,Hamstring Stretch (Standing)
25.6,Male,25,Intermediate,Endurance,Recumbent Bike
32.1,Male,36,Advanced,Endurance,Air Squats
19.7,Male,18,Advanced,Flexibility,Cat-Cow Stretch
25.6,Male,52,Intermediate,Endurance,Recumbent Bike
29.4,Female,50,Beginner,Fat Loss,Mountain Climbers
21.0,Female,60,Intermediate,Strength,Leg Press
16.7,Female,37,Beginner,Fat Loss,Kettlebell Swing
18.1,Female,30,Advanced,Fat Loss,Elliptical Trainer
19.1,Male,46,Advanced,Endurance,Running (Outdoor)
30.5,Female,25,Intermediate,Fat Loss,Goblet Squat
23.1,Female,38,Advanced,Strength,Leg Press
27.2,Male,53,Beginner,Endurance,Kettlebell Clean & Press
17.6,Female,39,Intermediate,Flexibility,Spiderman Stretch
34.2,Male,27,Advanced,Flexibility,Child's Pose
29.6,Male,22,Intermediate,Endurance,Cycling (Outdoor)
19.9,Male,37,Advanced,Fat Loss,Jump Rope
31.3,Female,52,Beginner,Endurance,Kettlebell Clean & Press
18.0,Female,48,Advanced,Endurance,Air Squats
24.6,Male,47,Intermediate,Flexibility,Child's Pose
34.2,Female,58,Advanced,Fat Loss,Dumbbell Lunges
16.1,Male,57,Intermediate,Endurance,Air Squats
29.4,Female,50,Beginner,Fat Loss,Running (Treadmill)
22.6,Male,33,Beginner,Flexibility,Pigeon Pose
32.4,Male,54,Advanced,Flexibility,Forward Fold
23.4,Male,51,Advanced,Fat Loss,Dumbbell Lunges
34.7,Male,59,Intermediate,Strength,Deadlift
28.8,Male,50,Intermediate,Endurance,Air Squats
19.5,Male,47,Advanced,Fat Loss,Burpees
18.0,Female,21,Advanced,Endurance,Wall Sit
18.3,Female,46,Beginner,Fat Loss,Kettlebell Swing
30.1,Male,48,Intermediate,Fat Loss,Jumping Jacks
32.8,Female,37,Advanced,Fat Loss,Kettlebell Swing
19.1,Male,46,Advanced,Endurance,Wall Sit
27.7,Female,46,Intermediate,Flexibility,Forward Fold
24.5,Female,18,Advanced,Fat Loss,Mountain Climbers
33.1,Female,46,Intermediate,Strength,Bench Press
28.2,Female,18,Intermediate,Strength,Bench Press
17.3,Female,33,Intermediate,Flexibility,Hamstring Stretch (Standing)
20.2,Female,19,Advanced,Fat Loss,Kettlebell Swing
33.1,Female,48,Advanced,Endurance,Battle Ropes
34.3,Female,36,Beginner,Endurance,Push Ups
18.9,Male,35,Advanced,Endurance,Recumbent Bike
24.9,Female,45,Beginner,Flexibility,Spiderman Stretch
17.5,Female,23,Intermediate,Flexibility,Cat-Cow Stretch
27.3,Female,19,Beginner,Flexibility,Deep Squat Hold
23.7,Female,20,Intermediate,Fat Loss,Mountain Climbers
27.9,Male,25,Intermediate,Flexibility,Spiderman Stretch
28.4,Female,59,Intermediate,Strength,Dumbbell Rows
18.6,Male,38,Intermediate,Endurance,Push Ups
25.3,Female,32,Beginner,Strength,Barbell Squat
24.0,Male,36,Intermediate,Strength,Deadlift
32.9,Male,59,Advanced,Strength,Lat Pulldown
31.0,Female,57,Beginner,Endurance,Battle Ropes
33.6,Male,38,Advanced,Flexibility,Hamstring Stretch (Standing)
21.6,Female,35,Intermediate,Fat Loss,Jumping Jacks
29.7,Male,33,Beginner,Endurance,Kettlebell Clean & Press
32.8,Female,37,Advanced,Fat Loss,Jump Rope
20.8,Female,58,Advanced,Endurance,Battle Ropes
22.3,Male,46,Advanced,Fat Loss,Kettlebell Swing
22.7,Female,30,Advanced,Endurance,Kettlebell Clean & Press
22.9,Male,59,Advanced,Fat Loss,Mountain Climbers
23.6,Female,55,Beginner,Endurance,Plank
28.5,Male,58,Beginner,Endurance,Wall Sit
16.7,Female,37,Beginner,Fat Loss,Kettlebell Swing
27.5,Female,36,Intermediate,Flexibility,Cat-Cow Stretch
31.8,Female,47,Beginner,Strength,Machine Chest Fly
32.9,Male,59,Advanced,Strength,Lat Pulldown
22.3,Male,22,Beginner,Fat Loss,Step Ups
20.1,Female,57,Advanced,Strength,Deadlift
27.3,Male,23,Intermediate,Strength,Overhead Press
29.6,Male,22,Intermediate,Endurance,Push Ups
18.1,Female,30,Advanced,Fat Loss,Kettlebell Swing
22.3,Female,60,Beginner,Strength,Pull Ups
21.7,Male,60,Advanced,Strength,Machine Leg Extension
32.0,Male,30,Beginner,Flexibility,Deep Squat Hold
24.2,Female,25,Intermediate,Endurance,Running (Outdoor)
24.6,Female,56,Beginner,Fat Loss,Jumping Jacks
16.8,Male,51,Intermediate,Fat Loss,Jump Rope
22.1,Male,38,Intermediate,Fat Loss,Burpees
18.5,Female,33,Beginner,Endurance,Push Ups
31.4,Male,19,Advanced,Endurance,Battle Ropes
15.5,Male,46,Intermediate,Strength,Pull Ups
25.2,Female,32,Advanced,Fat Loss,Mountain Climbers
32.0,Male,30,Beginner,Flexibility,Pigeon Pose
28.6,Female,39,Intermediate,Fat Loss,Jump Rope
16.6,Female,35,Advanced,Strength,Lat Pulldown
22.3,Male,22,Beginner,Fat Loss,Jumping Jacks
33.1,Female,59,Advanced,Fat Loss,Running (Treadmill)
23.3,Male,20,Intermediate,Endurance,Running (Outdoor)
25.3,Female,37,Intermediate,Endurance,Plank
18.3,Male,36,Advanced,Endurance,Kettlebell Clean & Press
29.8,Male,26,Advanced,Fat Loss,Jump Rope
25.8,Male,32,Beginner,Flexibility,Shoulder Pass-Throughs
30.9,Male,51,Advanced,Endurance,Push Ups
22.3,Male,50,Advanced,Fat Loss,Dumbbell Lunges
21.8,Male,55,Beginner,Fat Loss,Running (Treadmill)
20.1,Female,57,Advanced,Strength,Bench Press
18.0,Female,52,Intermediate,Strength,T-Bar Row
19.2,Male,30,Intermediate,Flexibility,Deep Squat Hold
27.3,Female,20,Advanced,Strength,Dumbbell Rows
26.0,Male,55,Beginner,Strength,Machine Chest Fly
28.2,Male,45,Beginner,Flexibility,Spiderman Stretch
30.2,Female,55,Advanced,Strength,T-Bar Row
20.6,Female,30,Advanced,Strength,Machine Chest Fly
18.1,Female,30,Advanced,Fat Loss,Kettlebell Swing
27.4,Female,56,Advanced,Endurance,Plank
34.0,Female,51,Intermediate,Fat Loss,Dumbbell Lunges
28.6,Female,36,Advanced,Flexibility,Shoulder Pass-Throughs
21.0,Female,60,Beginner,Strength,Dumbbell Rows
23.4,Female,46,Intermediate,Endurance,Kettlebell Clean & Press
19.1,Male,46,Advanced,Endurance,Cycling (Outdoor)
26.0,Male,58,Intermediate,Flexibility,Cat-Cow Stretch
20.9,Male,23,Advanced,Fat Loss,Kettlebell Swing
33.1,Female,59,Advanced,Fat Loss,Goblet Squat
32.6,Male,24,Beginner,Fat Loss,Dumbbell Lunges
24.1,Female,30,Intermediate,Fat Loss,Step Ups
32.2,Female,21,Intermediate,Strength,T-Bar Row
27.3,Female,20,Advanced,Strength,Pull Ups
17.8,Male,23,Intermediate,Fat Loss,Running (Treadmill)
23.2,Male,58,Intermediate,Fat Loss,Mountain Climbers
26.5,Female,59,Intermediate,Fat Loss,Elliptical Trainer
19.3,Male,49,Advanced,Strength,Machine Chest Fly
33.2,Male,36,Beginner,Fat Loss,Kettlebell Swing
34.0,Female,51,Intermediate,Fat Loss,Dumbbell Lunges
16.0,Female,48,Advanced,Flexibility,Child's Pose
35.0,Male,31,Advanced,Flexibility,Child's Pose
33.7,Male,45,Advanced,Flexibility,Child's Pose
32.7,Female,58,Beginner,Endurance,Plank
17.9,Male,58,Advanced,Strength,Overhead Press
18.5,Female,33,Beginner,Endurance,Wall Sit
17.9,Female,35,Advanced,Flexibility,Cat-Cow Stretch
34.6,Female,50,Advanced,Fat Loss,Dumbbell Lunges
18.5,Female,33,Beginner,Endurance,Push Ups
16.8,Female,23,Intermediate,Fat Loss,Elliptical Trainer
27.8,Male,55,Beginner,Endurance,Running (Outdoor)
17.7,Female,36,Beginner,Fat Loss,Step Ups
16.8,Male,22,Advanced,Flexibility,Cat-Cow Stretch
22.9,Male,59,Advanced,Fat Loss,Mountain Climbers
27.0,Female,23,Advanced,Endurance,Wall Sit
23.7,Female,48,Beginner,Fat Loss,Kettlebell Swing
32.3,Male,54,Beginner,Strength,Leg Press
31.4,Female,38,Beginner,Flexibility,Forward Fold
30.7,Male,58,Intermediate,Strength,Dumbbell Rows
32.6,Female,52,Intermediate,Flexibility,Hamstring Stretch (Standing)
26.3,Male,31,Beginner,Endurance,Plank
18.6,Female,45,Intermediate,Fat Loss,Running (Treadmill)
30.3,Male,59,Beginner,Flexibility,Pigeon Pose
28.4,Female,59,Intermediate,Strength,Dumbbell Rows
22.6,Male,60,Advanced,Strength,Overhead Press
22.7,Female,30,Advanced,Endurance,Cycling (Outdoor)
24.9,Female,47,Beginner,Endurance,Plank
25.1,Female,35,Advanced,Fat Loss,Mountain Climbers
32.6,Male,24,Beginner,Fat Loss,Dumbbell Lunges
26.1,Male,46,Advanced,Flexibility,Spiderman Stretch
16.7,Male,58,Intermediate,Flexibility,Pigeon Pose
33.8,Male,36,Advanced,Fat Loss,Dumbbell Lunges
24.9,Female,47,Beginner,Endurance,Wall Sit
18.8,Female,53,Intermediate,Flexibility,Forward Fold
25.3,Female,37,Intermediate,Endurance,Wall Sit
22.5,Male,31,Advanced,Strength,Machine Chest Fly
22.0,Male,49,Beginner,Flexibility,Child's Pose
31.5,Male,22,Beginner,Endurance,Plank
19.0,Female,27,Intermediate,Flexibility,Spiderman Stretch
34.0,Male,32,Intermediate,Strength,Overhead Press
32.1,Male,58,Advanced,Endurance,Battle Ropes
24.4,Female,47,Advanced,Strength,Deadlift
18.3,Male,36,Advanced,Endurance,Plank
24.9,Male,45,Beginner,Flexibility,Shoulder Pass-Throughs
28.6,Female,36,Advanced,Flexibility,Spiderman Stretch
22.3,Male,46,Beginner,Strength,Barbell Squat
34.0,Male,56,Intermediate,Endurance,Running (Outdoor)
15.7,Female,18,Intermediate,Flexibility,Shoulder Pass-Throughs
33.7,Male,45,Advanced,Flexibility,Shoulder Pass-Throughs
21.5,Female,57,Intermediate,Flexibility,Child's Pose
15.9,Male,53,Beginner,Flexibility,Child's Pose
32.1,Male,58,Advanced,Endurance,Wall Sit
17.5,Female,21,Advanced,Strength,Machine Chest Fly
27.1,Male,55,Advanced,Endurance,Air Squats
34.5,Female,23,Advanced,Strength,Overhead Press
21.7,Male,55,Beginner,Endurance,Battle Ropes
29.2,Female,26,Beginner,Endurance,Air Squats
16.6,Male,51,Intermediate,Endurance,Battle Ropes
22.7,Female,34,Beginner,Endurance,Recumbent Bike
18.5,Female,33,Beginner,Endurance,Push Ups
31.8,Female,47,Beginner,Strength,Barbell Squat
15.9,Male,53,Beginner,Flexibility,Deep Squat Hold
29.1,Male,22,Intermediate,Flexibility,Cat-Cow Stretch
34.1,Female,46,Intermediate,Endurance,Kettlebell Clean & Press
21.8,Female,24,Beginner,Endurance,Recumbent Bike
28.6,Male,20,Advanced,Fat Loss,Goblet Squat
27.7,Female,26,Intermediate,Strength,Machine Leg Extension
21.9,Male,20,Beginner,Strength,Machine Leg Extension
18.0,Female,48,Advanced,Endurance,Air Squats
34.0,Female,51,Intermediate,Fat Loss,Dumbbell Lunges
34.1,Male,34,Beginner,Endurance,Wall Sit
19.5,Male,47,Advanced,Fat Loss,Mountain Climbers
29.4,Female,50,Beginner,Fat Loss,Elliptical Trainer
28.6,Female,39,Intermediate,Fat Loss,Kettlebell Swing
24.5,Male,37,Advanced,Endurance,Battle Ropes
22.9,Male,59,Advanced,Fat Loss,Mountain Climbers
33.1,Female,59,Advanced,Fat Loss,Dumbbell Lunges
27.0,Female,23,Advanced,Endurance,Running (Outdoor)
19.3,Male,49,Advanced,Strength,Machine Leg Extension
28.7,Male,58,Advanced,Endurance,Recumbent Bike
34.4,Female,35,Beginner,Strength,Dumbbell Rows
26.3,Male,25,Beginner,Strength,Dumbbell Rows
17.9,Female,34,Advanced,Endurance,Recumbent Bike
17.9,Female,34,Advanced,Endurance,Push Ups
33.8,Male,26,Intermediate,Fat Loss,Kettlebell Swing
24.1,Female,30,Intermediate,Fat Loss,Step Ups
31.0,Female,60,Intermediate,Fat Loss,Step Ups
25.8,Male,51,Intermediate,Flexibility,Deep Squat Hold
22.1,Male,58,Advanced,Fat Loss,Running (Treadmill)
28.8,Male,50,Intermediate,Endurance,Battle Ropes
34.2,Male,27,Advanced,Flexibility,Hamstring Stretch (Standing)
16.1,Female,59,Advanced,Strength,Machine Chest Fly
17.9,Female,54,Intermediate,Endurance,Running (Outdoor)
21.0,Male,20,Beginner,Endurance,Plank
23.4,Male,51,Advanced,Fat Loss,Dumbbell Lunges
19.7,Male,18,Advanced,Flexibility,Cat-Cow Stretch
34.0,Male,50,Beginner,Fat Loss,Jump Rope
25.9,Female,36,Beginner,Flexibility,Child's Pose
28.4,Male,45,Advanced,Flexibility,Shoulder Pass-Throughs
26.0,Female,55,Beginner,Strength,Barbell Squat
18.9,Female,60,Advanced,Flexibility,Forward Fold
34.8,Female,38,Beginner,Flexibility,Forward Fold
18.9,Male,46,Intermediate,Flexibility,Child's Pose
30.3,Male,19,Advanced,Fat Loss,Burpees
22.9,Male,59,Advanced,Fat Loss,Kettlebell Swing
34.7,Female,51,Advanced,Endurance,Wall Sit
19.9,Male,22,Intermediate,Strength,Bench Press
23.3,Female,36,Intermediate,Fat Loss,Jump Rope
27.1,Male,55,Advanced,Endurance,Wall Sit
21.8,Male,55,Beginner,Fat Loss,Jump Rope
19.2,Male,30,Intermediate,Flexibility,Deep Squat Hold
33.5,Male,32,Advanced,Strength,Bench Press
25.7,Male,55,Intermediate,Endurance,Wall Sit
26.0,Female,55,Beginner,Strength,Overhead Press
19.9,Female,22,Intermediate,Strength,Dumbbell Rows
20.7,Male,20,Beginner,Flexibility,Shoulder Pass-Throughs
22.9,Male,59,Advanced,Fat Loss,Mountain Climbers
16.1,Male,57,Intermediate,Endurance,Wall Sit
29.5,Female,45,Advanced,Strength,Leg Press
28.5,Male,58,Beginner,Endurance,Cycling (Outdoor)
20.1,Female,57,Advanced,Strength,Barbell Squat
21.0,Male,20,Beginner,Endurance,Plank
18.0,Female,52,Intermediate,Strength,Machine Leg Extension
15.6,Male,20,Beginner,Fat Loss,Step Ups
16.6,Male,51,Intermediate,Endurance,Air Squats
18.0,Female,52,Intermediate,Strength,Machine Leg Extension
23.0,Male,55,Advanced,Fat Loss,Mountain Climbers
15.2,Female,30,Beginner,Strength,Lat Pulldown
29.4,Female,50,Beginner,Fat Loss,Goblet Squat
19.9,Male,37,Advanced,Fat Loss,Jump Rope
26.0,Male,58,Intermediate,Flexibility,Cat-Cow Stretch
23.2,Male,58,Intermediate,Fat Loss,Jumping Jacks
32.6,Male,33,Advanced,Flexibility,Spiderman Stretch
29.5,Female,27,Intermediate,Flexibility,Forward Fold
31.8,Female,22,Intermediate,Endurance,Kettlebell Clean & Press
24.5,Female,54,Advanced,Strength,Leg Press
30.8,Female,27,Beginner,Flexibility,Deep Squat Hold
35.0,Male,31,Advanced,Flexibility,Child's Pose
22.3,Male,46,Advanced,Fat Loss,Burpees
18.5,Male,54,Intermediate,Strength,Pull Ups
30.9,Male,24,Beginner,Endurance,Recumbent Bike
18.1,Female,60,Intermediate,Strength,Deadlift
24.9,Female,47,Beginner,Endurance,Push Ups
16.3,Female,47,Beginner,Strength,T-Bar Row
22.7,Female,21,Advanced,Fat Loss,Jump Rope
32.0,Male,30,Beginner,Flexibility,Forward Fold
23.5,Male,18,Beginner,Endurance,Plank
34.3,Male,59,Beginner,Fat Loss,Jump Rope
17.9,Female,45,Beginner,Endurance,Cycling (Outdoor)
15.7,Male,31,Intermediate,Endurance,Recumbent Bike
22.7,Male,36,Advanced,Flexibility,Pigeon Pose
31.3,Female,52,Beginner,Endurance,Plank
32.7,Male,58,Beginner,Fat Loss,Mountain Climbers
17.9,Male,58,Advanced,Strength,Lat Pulldown
18.3,Female,46,Beginner,Fat Loss,Kettlebell Swing
17.9,Male,58,Advanced,Strength,Lat Pulldown
25.6,Male,51,Beginner,Strength,Pull Ups
15.9,Male,53,Beginner,Flexibility,Child's Pose
34.6,Male,38,Intermediate,Flexibility,Cat-Cow Stretch
19.5,Male,32,Intermediate,Endurance,Plank
33.4,Male,60,Intermediate,Strength,Machine Leg Extension
17.8,Female,31,Intermediate,Strength,Deadlift
31.5,Male,22,Beginner,Endurance,Running (Outdoor)
18.8,Male,33,Beginner,Strength,Overhead Press
26.5,Female,59,Intermediate,Fat Loss,Running (Treadmill)
21.1,Female,18,Beginner,Endurance,Running (Outdoor)
22.7,Female,21,Advanced,Fat Loss,Mountain Climbers
20.7,Male,20,Beginner,Flexibility,Cat-Cow Stretch
19.5,Male,32,Intermediate,Endurance,Running (Outdoor)
19.9,Male,22,Intermediate,Strength,Dumbbell Rows
24.9,Male,45,Beginner,Flexibility,Hamstring Stretch (Standing)
34.0,Female,51,Intermediate,Fat Loss,Kettlebell Swing
16.0,Female,48,Advanced,Flexibility,Forward Fold
24.9,Male,53,Advanced,Strength,Deadlift
18.1,Female,60,Intermediate,Strength,Machine Leg Extension
29.0,Female,33,Beginner,Flexibility,Forward Fold
32.2,Male,55,Advanced,Flexibility,Hamstring Stretch (Standing)
29.9,Female,35,Advanced,Flexibility,Child's Pose
31.5,Male,27,Intermediate,Endurance,Recumbent Bike
24.9,Female,45,Beginner,Flexibility,Spiderman Stretch
15.5,Female,25,Beginner,Strength,Machine Leg Extension
29.1,Male,22,Intermediate,Flexibility,Deep Squat Hold
16.1,Male,57,Intermediate,Endurance,Wall Sit
18.1,Female,60,Intermediate,Strength,Deadlift
17.2,Female,58,Advanced,Endurance,Cycling (Outdoor)
27.5,Female,36,Intermediate,Flexibility,Hamstring Stretch (Standing)
27.3,Female,19,Beginner,Flexibility,Spiderman Stretch
23.5,Male,18,Beginner,Endurance,Battle Ropes
24.6,Male,22,Intermediate,Endurance,Push Ups
22.3,Female,60,Beginner,Strength,Overhead Press
20.7,Male,19,Intermediate,Fat Loss,Kettlebell Swing
28.6,Male,20,Advanced,Fat Loss,Goblet Squat
22.5,Male,31,Advanced,Strength,Machine Leg Extension
27.0,Female,46,Beginner,Flexibility,Cat-Cow Stretch
34.0,Male,31,Advanced,Endurance,Kettlebell Clean & Press
34.8,Female,50,Intermediate,Fat Loss,Goblet Squat
16.8,Female,59,Intermediate,Fat Loss,Dumbbell Lunges
21.6,Male,25,Intermediate,Strength,Machine Chest Fly
15.7,Female,45,Advanced,Flexibility,Deep Squat Hold
23.7,Female,20,Intermediate,Fat Loss,Running (Treadmill)
28.7,Female,45,Beginner,Endurance,Running (Outdoor)
32.7,Male,58,Beginner,Fat Loss,Mountain Climbers
15.5,Male,46,Intermediate,Strength,Leg Press
22.5,Female,59,Advanced,Strength,Leg Press
22.3,Male,46,Beginner,Strength,T-Bar Row
22.5,Female,59,Advanced,Strength,T-Bar Row
16.1,Male,57,Intermediate,Endurance,Wall Sit
16.9,Male,27,Advanced,Strength,T-Bar Row
30.7,Female,57,Beginner,Fat Loss,Dumbbell Lunges
22.3,Male,46,Beginner,Strength,Machine Chest Fly
23.5,Female,22,Beginner,Fat Loss,Mountain Climbers
30.1,Male,19,Intermediate,Flexibility,Child's Pose
20.6,Female,30,Advanced,Strength,Dumbbell Rows
16.6,Male,51,Intermediate,Endurance,Battle Ropes
23.0,Male,55,Advanced,Fat Loss,Mountain Climbers
26.3,Male,31,Beginner,Endurance,Plank
21.0,Male,20,Beginner,Endurance,Battle Ropes
16.7,Female,37,Beginner,Fat Loss,Kettlebell Swing
16.0,Male,50,Advanced,Fat Loss,Jumping Jacks
20.1,Female,57,Advanced,Strength,Deadlift
28.1,Male,56,Intermediate,Fat Loss,Dumbbell Lunges
21.5,Female,57,Intermediate,Flexibility,Deep Squat Hold
17.2,Female,58,Advanced,Endurance,Kettlebell Clean & Press
18.0,Female,52,Intermediate,Strength,Pull Ups
26.5,Female,25,Advanced,Flexibility,Deep Squat Hold
34.7,Male,59,Intermediate,Strength,Pull Ups
21.7,Male,55,Beginner,Endurance,Running (Outdoor)
20.7,Male,45,Advanced,Endurance,Battle Ropes
28.8,Male,50,Intermediate,Endurance,Air Squats
17.4,Male,39,Intermediate,Strength,Dumbbell Rows
32.9,Male,59,Advanced,Strength,Lat Pulldown
19.1,Female,60,Beginner,Strength,Machine Leg Extension
17.6,Male,34,Intermediate,Flexibility,Deep Squat Hold
32.1,Female,50,Advanced,Fat Loss,Goblet Squat
17.5,Female,21,Advanced,Strength,Machine Chest Fly
21.9,Male,20,Beginner,Strength,Overhead Press
